Pclass,Sex,Age,Fare,Embarked,SibSp,Parch,FamilySize,IsAlone,Survived
1,female,46.81871920682237,299.4125386573725,S,2,4,7,0,0
3,female,45.35728244880237,333.8969845811869,C,1,2,4,0,0
3,female,45.2921474588775,48.44334999539073,C,0,0,1,1,1
1,male,48.67552566111993,276.8035099608939,Q,1,2,4,0,0
1,female,54.44096704088262,357.56720595157867,Q,4,0,5,0,1
3,female,64.59413097478081,91.98743896051958,Q,2,4,7,0,0
1,female,22.31583689012893,392.509541538523,C,2,4,7,0,0
3,male,66.1789034042249,296.0486624519147,S,0,3,4,0,1
3,male,40.362198898812835,476.5886749918214,S,2,3,6,0,0
1,male,7.087604051612162,30.78692612137693,Q,0,3,4,0,0
1,male,5.625523410274357,140.0098074021788,C,0,4,5,0,0
3,female,27.404827176988803,304.7614008569138,S,1,1,3,0,0
2,female,63.00686119180594,155.31435698090604,Q,2,4,7,0,0
2,female,56.906793844532345,360.06784039490867,S,0,2,3,0,0
3,female,63.30058220912011,381.9125884357462,S,1,4,6,0,0
3,male,41.86425545888714,60.23282239257248,C,3,4,8,0,0
3,male,35.77572083848376,261.78868746131616,C,1,0,2,0,1
3,male,12.648749609796432,259.3563722396174,S,1,0,2,0,1
2,female,26.92722753513561,190.94757740561514,Q,0,0,1,1,0
1,male,35.287529927736145,467.1331826591393,C,4,4,9,0,0
3,male,7.999433944689761,415.4780967378784,S,4,1,6,0,0
3,female,18.42834426418569,351.632597135722,C,4,2,7,0,0
2,female,48.25979823103537,360.0200515101488,C,1,2,4,0,1
3,male,59.117386024896,236.24091046842835,C,0,1,2,0,1
1,male,79.86945340004303,461.2873153373222,S,2,1,4,0,0
2,male,74.71595317614106,350.35175935410984,Q,1,2,4,0,0
1,male,51.76265076328013,367.2007202113501,Q,1,3,5,0,0
2,male,34.27859621023169,432.22854285579916,Q,0,0,1,1,0
1,male,51.25801181195038,144.29507877767358,C,3,0,4,0,0
1,female,63.06647782833833,405.4647428946845,S,1,2,4,0,1
1,female,10.348559082947599,105.6678954486811,C,3,1,5,0,1
3,female,33.382486286006774,179.21755659999505,Q,3,3,7,0,0
3,male,67.34438056521375,174.44912259222292,Q,4,2,7,0,0
3,female,31.322803202710478,489.47747951067885,S,0,0,1,1,1
3,male,46.177909426947735,429.70323963648417,C,3,4,8,0,0
2,male,47.43377950811366,353.57323217922726,Q,0,1,2,0,0
2,female,15.57362399755751,366.2578131915412,S,4,4,9,0,0
3,male,29.616599890530782,285.4156692572598,C,0,2,3,0,1
2,male,27.42639181061264,474.07442688317434,C,1,0,2,0,0
3,female,3.069539974033119,253.16678891235716,Q,3,3,7,0,0
1,female,2.9111493474170644,196.45367783624832,Q,0,4,5,0,1
3,female,66.70406645038611,89.8873150964796,C,2,3,6,0,1
1,male,22.57259398785218,395.2407696079184,C,0,0,1,1,1
3,female,41.92822253286642,369.8775267170398,Q,3,4,8,0,0
3,female,24.599320313513072,198.3339688768261,C,4,3,8,0,0
3,male,75.3136603641119,22.344772840022387,Q,4,3,8,0,1
1,female,21.484443950396127,421.1086905818253,C,3,4,8,0,1
3,female,34.94288820637587,15.594811892496079,Q,1,0,2,0,0
3,female,69.94568978828354,354.81289201823495,S,1,3,5,0,0
3,male,67.51275177655289,485.42598376576797,Q,4,2,7,0,1
3,male,15.702012009855908,224.4540507926197,Q,4,4,9,0,1
3,male,64.40882147386112,125.13696844801686,S,3,1,5,0,0
2,male,37.19676405229352,355.38679492125704,C,1,1,3,0,0
3,female,39.154540894743064,410.39278958763674,S,4,0,5,0,0
3,male,11.544917820859558,277.75085487814516,Q,1,2,4,0,0
3,male,7.367519586812848,483.8472848755116,C,4,3,8,0,0
1,female,58.50720525092745,35.31767361240094,S,0,1,2,0,0
2,female,40.22043103606868,257.3498431692188,C,2,0,3,0,0
3,female,35.51120550659918,362.0424341880495,C,0,2,3,0,0
3,male,58.631150063539344,432.6938308630977,S,4,2,7,0,0
2,male,61.47551902029767,97.83524983481712,C,2,0,3,0,1
3,male,13.55374524587893,402.0017060642039,S,2,0,3,0,0
2,female,49.20778680873366,280.8264671020872,Q,4,3,8,0,0
1,female,11.692972499937156,204.31130417508197,C,4,0,5,0,1
2,male,60.35863179629461,74.54036400375584,Q,1,3,5,0,0
2,female,52.899457345104025,433.9949218653671,Q,4,3,8,0,1
3,female,76.57255506559318,87.06387200806053,C,3,4,8,0,1
1,female,6.447683292157273,161.79605101245863,S,4,2,7,0,0
3,male,5.507322970949091,152.12231066159407,C,3,2,6,0,1
3,female,23.292778900762812,436.9928767535186,Q,4,2,7,0,0
3,female,21.674749015136573,339.62446716236,Q,1,4,6,0,0
3,male,20.511325126687986,400.3738846237724,S,3,3,7,0,0
2,male,72.59411186116189,132.7292704083245,C,0,3,4,0,0
3,female,20.714149788110984,316.18830880742945,Q,3,0,4,0,1
3,female,22.484028364161848,290.15553174043686,Q,1,4,6,0,0
1,male,60.99246273101913,418.0868846262528,Q,3,0,4,0,0
3,male,36.52944755359266,453.98265963581764,S,4,4,9,0,0
3,female,62.360133999459315,15.956818023919535,Q,4,0,5,0,0
3,female,6.163926447586434,340.2697603388084,Q,1,1,3,0,0
3,female,39.51812430019736,35.39954156866722,C,2,2,5,0,0
3,female,3.655474414479328,278.9407458879044,C,4,2,7,0,1
2,male,5.949603072973007,150.94003723140233,Q,0,3,4,0,0
3,female,72.60855881420846,160.32053376584918,Q,1,1,3,0,1
3,female,12.000384318290017,182.94966669165473,C,3,2,6,0,0
1,male,43.06123389974215,314.43330003430896,S,3,3,7,0,1
1,female,33.476552605455815,173.6844831776969,S,0,1,2,0,1
2,male,28.44012277444857,369.0225347892374,S,4,2,7,0,0
3,female,72.08683430929453,208.21841893119614,S,1,0,2,0,0
3,female,2.724048345263671,43.493068151879726,S,0,4,5,0,1
1,male,53.43938520787154,394.04232281721255,S,4,1,6,0,0
3,male,77.10816030287049,150.02157905042594,S,1,3,5,0,1
2,female,45.25328649348551,222.05577100363868,S,3,1,5,0,0
3,female,75.00897450061426,345.86750277873176,C,1,3,5,0,0
3,female,5.128372463595878,172.90351700286888,S,2,1,4,0,0
3,male,34.08467220685875,37.72697151189065,S,1,3,5,0,1
2,female,21.552465486002042,193.22131303627867,S,2,2,5,0,0
2,male,58.73485623347765,472.7798055202087,Q,1,0,2,0,1
2,male,78.52247014928248,324.4498546762935,C,2,2,5,0,1
1,female,21.265874933095578,339.0247828469314,C,3,0,4,0,0
3,male,52.67979351645188,319.81825528244354,C,4,2,7,0,0
3,female,16.64971298801947,107.50614809012403,S,2,2,5,0,1
3,female,45.66109011115718,214.98359341011727,S,2,1,4,0,0
3,female,37.65066644837856,377.96050119802595,Q,3,4,8,0,1
3,female,77.78842104089144,59.67271980104798,C,2,3,6,0,0
3,female,49.07365454302086,146.147860283959,S,0,3,4,0,0
3,male,28.611003394858685,145.39636314826828,C,3,3,7,0,1
3,male,10.013567006146737,221.68927452130794,Q,0,0,1,1,0
2,female,12.94849947005983,490.3806830616707,Q,3,3,7,0,0
2,female,18.80003746614757,43.07624787507275,Q,2,3,6,0,0
1,male,20.82636624588354,264.16348724649157,C,0,1,2,0,0
3,male,68.1986685694499,97.88869418598313,S,2,2,5,0,0
3,male,45.336600274319466,485.63150725077463,S,3,3,7,0,1
2,male,42.34788199857495,65.51871731645745,Q,2,4,7,0,0
3,female,10.066740877668181,207.76449115717972,S,0,3,4,0,0
3,female,68.95103577460536,371.56364256895705,Q,0,0,1,1,0
2,male,58.10232995347022,355.2316697334482,C,2,0,3,0,0
1,female,6.345800590100125,217.1370320780268,Q,1,0,2,0,0
3,male,56.91897268115172,179.79684229683193,C,3,3,7,0,1
3,female,43.93951917006904,204.83006549090658,Q,3,1,5,0,1
3,male,7.456302313995482,139.49536894773325,S,2,4,7,0,0
3,female,37.20575068076386,110.6131399663319,S,1,3,5,0,0
3,male,39.291006683273714,246.6894518038561,Q,0,1,2,0,0
3,male,14.096188672898784,141.58154047312757,S,4,1,6,0,0
3,female,75.7101536130223,150.85621579965255,S,4,3,8,0,0
3,male,68.14805434697229,331.810471102533,S,2,3,6,0,0
2,female,53.85276464899956,484.58329253294715,C,1,1,3,0,0
1,female,37.52134931904797,305.78222827409377,S,1,1,3,0,0
1,male,33.52947778517617,47.71993886183348,C,3,1,5,0,0
3,female,52.42690390492538,47.03597078849282,Q,0,3,4,0,1
3,female,44.08911768314553,476.19737821432733,S,1,1,3,0,0
3,female,5.9195753646689635,155.6724872505935,S,4,0,5,0,0
2,female,41.487709252856206,55.11282318041296,S,0,3,4,0,0
1,female,64.70588576139431,303.53184770368694,Q,0,0,1,1,0
1,male,37.279950330159686,315.5879013622304,C,2,2,5,0,1
2,female,5.104569626787205,327.7673618581572,C,1,3,5,0,0
3,female,63.11597775133861,141.02699365019524,S,2,2,5,0,0
2,female,16.907738788741977,17.404235265092765,Q,1,1,3,0,0
2,female,21.431045956155064,482.8575310326912,Q,3,1,5,0,1
3,female,14.011801921151376,132.9375923886402,Q,2,4,7,0,0
2,male,27.086990124848306,341.2528811457483,Q,2,1,4,0,0
3,female,60.78336894940217,356.2486362405677,Q,4,2,7,0,0
3,male,42.03148290081105,308.90363436894796,C,2,1,4,0,0
2,male,17.18562065790629,163.32462316468764,C,1,3,5,0,0
3,male,70.34857617401123,142.83716434439222,C,4,1,6,0,0
3,male,70.4869665411708,302.8574585243245,S,2,4,7,0,0
3,female,69.77569557863454,434.38686046972884,Q,2,1,4,0,1
1,male,19.864900699141604,473.8995271724638,S,3,2,6,0,0
3,male,36.64790819029806,61.89384415784124,Q,2,2,5,0,0
2,female,78.81418283512913,85.86602017288273,C,0,1,2,0,0
2,female,61.98898562848924,472.92076680370906,S,4,2,7,0,1
2,female,3.1462262768192257,370.90226188404836,C,0,2,3,0,0
3,male,6.151162709578872,442.66697416658883,Q,4,4,9,0,1
2,female,37.65057876817429,109.28999072631815,Q,3,3,7,0,0
2,female,72.82839626306325,297.91707684360694,Q,2,4,7,0,0
3,male,43.557442038264426,353.55840126456206,C,2,0,3,0,0
2,female,40.327188134708926,343.2548238690166,Q,2,4,7,0,0
1,female,9.332422296573816,209.9943285246821,C,4,1,6,0,1
1,female,52.88562827321923,17.543496928741153,S,2,3,6,0,1
1,female,65.94614968741782,295.6337678340889,Q,0,1,2,0,0
1,male,31.053180593097423,134.0197541980083,Q,2,0,3,0,0
1,female,62.27333622310087,230.62458061001627,Q,3,3,7,0,1
3,female,77.19365565816412,479.2146973910705,S,0,2,3,0,0
1,male,17.09755027108744,205.52730564479302,Q,2,4,7,0,0
2,female,42.34304086438456,421.5027872655691,C,2,1,4,0,0
3,male,23.683898688681467,102.38489681713305,C,1,0,2,0,0
2,female,63.63549910367331,339.5056440322641,Q,4,2,7,0,0
3,male,46.629875904611445,488.7334076750823,Q,0,4,5,0,0
1,male,51.13201098647399,59.92761942773903,S,1,2,4,0,0
1,male,64.03521860965563,14.076771691324087,S,3,4,8,0,0
1,male,32.28166734033394,222.45556838998104,S,4,3,8,0,0
1,female,73.29211540415642,55.38648669516993,Q,0,2,3,0,0
2,male,43.10928051244505,376.70833134135336,S,2,2,5,0,1
1,female,13.478431003992492,458.1288452857939,S,0,2,3,0,0
1,male,55.976030335335395,222.67027662729183,C,2,3,6,0,0
1,male,63.6676466846221,136.76870465616605,S,4,0,5,0,1
2,male,26.024172488334607,222.8576263132388,C,2,4,7,0,1
2,female,68.71716130290149,364.4894307465005,C,3,2,6,0,0
2,male,72.58531712649554,14.43653917438178,S,2,3,6,0,0
3,female,22.875454502846907,298.8324548475016,C,3,0,4,0,1
3,female,78.69819634450255,310.5129255948157,Q,4,4,9,0,1
1,female,12.116210715851915,322.4672409790084,Q,4,3,8,0,1
3,female,16.959237803796707,128.59081919062982,S,0,4,5,0,1
3,female,15.553762299804063,359.8858344552821,Q,3,2,6,0,0
1,female,71.62518709062176,54.78182830257044,C,3,0,4,0,0
3,female,52.689111633671985,107.6424648687324,Q,1,3,5,0,0
3,female,13.016238374559556,439.9603228606961,S,1,0,2,0,0
1,female,35.78555005109957,371.9743438560175,S,1,2,4,0,0
2,male,49.60854398051436,16.735321465559174,C,2,0,3,0,0
3,male,7.59366271416128,131.70436758120212,S,1,0,2,0,0
3,male,70.71089310417976,115.05917666665063,Q,3,1,5,0,1
1,male,64.48467929988128,142.69510073811657,S,2,0,3,0,0
2,male,40.91133511255442,131.30428743714435,C,4,4,9,0,0
2,female,77.40300260547447,40.63788491399441,S,0,3,4,0,0
2,female,34.00311736273287,234.88085313244196,Q,1,1,3,0,0
3,female,78.74471520388333,369.0394026452209,C,4,3,8,0,1
2,female,53.765679905486536,307.29854511154383,Q,3,3,7,0,0
2,female,51.13903058706138,339.7071176130591,C,0,2,3,0,1
3,female,14.110436728367015,49.76309748275718,S,4,2,7,0,0
1,female,70.67229290606687,476.23044798662573,C,0,1,2,0,0
2,male,34.7716853457286,420.86099858308216,C,1,2,4,0,0
3,male,13.816439056815868,404.49425606287474,S,3,2,6,0,0
3,male,1.9959940780849643,413.26206447046604,Q,0,2,3,0,1
3,male,45.22069900743222,467.02814898505306,S,4,3,8,0,0
3,female,42.66457014769143,276.68444339571187,C,1,1,3,0,1
1,female,57.828936167163526,108.13818875513668,S,1,3,5,0,0
2,female,71.33038618840637,312.22396784774514,C,4,4,9,0,1
3,male,7.273120186799332,374.0119318972901,S,4,3,8,0,0
2,female,58.78822273688863,371.57952274347247,S,0,4,5,0,1
2,female,15.805543583708996,265.5100218417713,Q,2,0,3,0,0
2,female,68.79598719941595,43.54477247345325,C,1,0,2,0,0
1,male,65.70601759507083,191.84533983076264,Q,0,4,5,0,0
2,female,43.722706643858004,461.1756381470451,C,4,4,9,0,1
2,male,57.10918109124161,296.37996578113876,S,0,3,4,0,0
2,male,25.833658941516124,273.7826521952996,C,4,4,9,0,0
1,male,38.22226401569235,141.73822204727483,Q,3,1,5,0,1
3,male,65.90931491912725,190.53997075912366,Q,4,0,5,0,0
3,female,37.2819505766839,448.71958368505295,Q,4,0,5,0,0
3,male,29.266062960709903,336.5668932881495,C,4,4,9,0,0
3,male,40.042783332773695,395.8196431086431,Q,2,2,5,0,0
2,female,66.43169094254026,232.629257303151,Q,4,2,7,0,1
1,female,27.481435742298945,318.8211375335174,Q,1,4,6,0,1
3,male,14.72716585772376,131.70796828417167,S,1,1,3,0,0
3,female,57.24910760613168,355.6758068389083,S,0,2,3,0,1
3,male,66.25227880393847,219.52465351463528,C,2,4,7,0,0
2,male,8.950360803359132,226.84730225922533,C,0,1,2,0,0
1,male,19.950054907719633,328.167939042672,Q,1,1,3,0,0
2,male,12.215787191118519,468.7775045197741,S,1,3,5,0,0
2,female,28.487371514991164,41.363109838224254,Q,3,1,5,0,0
3,male,36.5777273335276,414.1241863000337,Q,4,2,7,0,1
3,female,60.15728062010121,153.26772410197464,S,1,2,4,0,1
2,female,52.44065920565225,227.52053270812513,S,0,4,5,0,0
3,female,50.05335683079606,20.73753109975439,S,0,4,5,0,0
3,female,28.8376207821627,157.51257813881338,C,4,1,6,0,1
2,male,67.47435669369604,256.2893088887639,C,4,0,5,0,1
1,female,38.231686224455004,37.52627790024512,Q,3,3,7,0,1
1,male,78.3492901031972,250.63690739775092,C,2,0,3,0,0
2,female,51.09722892536321,464.2842081406294,S,0,1,2,0,1
1,female,10.974914583595716,61.64267687282456,S,4,1,6,0,0
1,male,54.418027403959286,384.57595675699713,C,0,0,1,1,0
2,male,26.68321721910422,210.7388161542364,Q,4,3,8,0,0
1,male,55.219848538201695,331.0351201169256,Q,1,0,2,0,0
3,female,6.501650704830054,137.5159330127624,C,0,4,5,0,0
1,female,14.815633536900792,88.15120864526556,Q,1,2,4,0,0
3,male,68.60324345355713,88.62668099290096,Q,0,4,5,0,0
2,male,18.947185004857676,44.541053365140876,Q,2,2,5,0,1
3,male,67.12624889419226,100.96688540160908,S,3,1,5,0,0
1,male,23.062810987898423,335.46749864459446,S,1,3,5,0,0
2,female,51.787670894637905,442.02839980331896,C,4,0,5,0,0
3,male,55.837895307276646,408.9215859396693,S,2,3,6,0,1
3,male,41.499725498459185,345.7158118384972,Q,0,0,1,1,0
3,male,25.119543459041772,64.1116130714403,S,1,4,6,0,0
2,male,17.798905733316595,151.70184868501542,C,0,4,5,0,0
1,female,3.6219590104316715,161.8053689080098,S,0,0,1,1,1
3,male,25.011765698017182,132.4789037348344,Q,0,3,4,0,1
3,female,52.59986045197136,262.35277325776434,Q,3,0,4,0,0
3,male,75.12608065743014,272.4213692910396,C,3,1,5,0,0
3,male,69.82515409878111,184.874127833844,S,4,4,9,0,1
2,female,61.5191173462889,183.35668778085366,S,1,1,3,0,0
3,male,63.287340117010594,415.99224297397984,S,2,4,7,0,0
1,female,53.533807374603626,396.75349567664597,Q,2,4,7,0,0
2,female,21.562661747714237,160.81995752356536,C,2,2,5,0,0
2,male,72.66840742576056,457.75633749789705,S,0,1,2,0,0
3,female,53.98785264056089,476.87935833122793,Q,3,1,5,0,0
2,female,45.274809847454755,170.10384559472,Q,1,2,4,0,0
1,female,9.768168067865005,183.66822490859687,Q,0,3,4,0,1
3,female,36.317387960707606,257.7607351767598,S,3,1,5,0,0
2,female,37.368303424952174,471.14919814150005,S,3,0,4,0,1
3,female,69.30052515229093,439.39652223973263,S,1,2,4,0,0
1,female,44.18520939483529,60.258301665959,S,1,1,3,0,0
2,female,31.05164336866236,202.43806420299396,S,1,3,5,0,0
3,male,78.1672259523421,281.1518829773882,S,0,1,2,0,1
1,male,9.746926872778939,256.5349115502546,S,4,4,9,0,1
2,female,34.381325836643626,104.9929032890774,S,1,0,2,0,0
1,male,4.319949338541018,430.8202178723958,S,4,2,7,0,1
1,female,59.4524255405875,341.7009836684503,Q,0,4,5,0,0
3,female,73.5280476237329,420.57510367738377,S,4,3,8,0,1
2,male,23.122949034488666,430.7944968812414,C,2,4,7,0,1
3,female,68.80899246713055,376.6943682962125,Q,4,4,9,0,1
2,female,24.085240206489924,225.2131946123615,S,1,3,5,0,0
3,female,72.9508427698693,309.16790995755804,C,0,4,5,0,0
3,female,60.562990384145934,88.57904899867414,S,1,2,4,0,0
3,male,64.58763537047365,340.08625456270477,C,2,1,4,0,0
2,female,2.4225178924359057,97.83409531224757,C,1,4,6,0,0
2,female,77.06201820884804,350.0352993499768,C,1,2,4,0,0
2,female,58.407008373555534,122.50309876944465,C,1,1,3,0,0
3,male,25.075336535504533,67.60013707360778,Q,3,1,5,0,0
3,female,66.52217852384891,90.98940017004914,Q,2,4,7,0,0
3,male,23.240174674779468,10.976146257344432,C,1,2,4,0,0
1,male,69.94755332572412,362.1824127482298,S,1,4,6,0,1
3,female,9.893850842543024,368.87651403860576,C,1,3,5,0,0
3,female,56.59119221940286,262.31734145749715,Q,0,1,2,0,0
1,male,43.71517965494792,89.06777251713801,S,3,4,8,0,1
1,female,8.626223145439823,50.94162538023797,Q,0,1,2,0,0
3,male,20.10961243244828,19.373193554270635,Q,3,2,6,0,0
3,male,1.9799188659078684,91.21660671295814,S,1,0,2,0,0
3,female,38.03266927169596,446.5192121417419,C,2,4,7,0,0
1,female,24.79995560004003,128.35305243382408,C,4,4,9,0,1
3,male,48.27024125952295,183.59295033643568,C,4,1,6,0,0
2,male,24.481786808980758,61.61928739585326,C,1,2,4,0,0
1,male,24.69360980905179,118.95703932660344,S,0,3,4,0,0
1,male,59.71226269979667,264.4200396823005,S,2,2,5,0,0
3,female,4.803284042289922,307.79881471686974,S,3,4,8,0,1
3,female,72.32870462016699,130.2226339414434,Q,1,3,5,0,0
3,female,68.32884607690333,38.288758020307434,S,2,2,5,0,0
2,female,53.75656997488611,201.60610587242533,C,2,0,3,0,0
3,female,47.86450403848336,124.75965175390373,Q,3,1,5,0,0
2,male,71.49189735303253,117.58142238260295,C,2,2,5,0,0
3,female,15.641084182768441,480.33277332959307,C,0,2,3,0,1
2,female,7.23856381307546,311.9872381036048,S,0,0,1,1,1
2,female,19.921303422853512,282.87043715432696,S,0,4,5,0,1
2,female,63.77168401731503,213.72980072642775,C,2,1,4,0,1
2,female,3.7389510713921825,220.18272338077068,C,0,2,3,0,0
3,male,47.04173997159568,275.0434518806596,Q,3,3,7,0,0
3,male,79.63956377911349,351.2506054476925,S,2,2,5,0,1
2,male,68.59999141316561,354.05158712909645,Q,4,1,6,0,1
3,female,42.194209434443565,94.13001477567029,Q,2,2,5,0,1
2,male,6.027631833644746,255.05524851754723,Q,3,0,4,0,0
3,male,66.67850763647108,211.85946656670995,C,4,2,7,0,0
3,female,48.319302145999636,436.5582134719983,Q,2,2,5,0,1
3,female,10.07970676770578,319.3952713970044,Q,0,3,4,0,1
1,female,8.41472550104514,270.9269925438311,C,1,0,2,0,1
3,male,72.8605187354908,66.54337466766951,S,1,0,2,0,0
3,male,53.8668207721082,306.76256576847163,S,0,2,3,0,0
2,female,66.51365714602369,67.42991378331438,Q,1,3,5,0,0
1,female,70.43933312229912,175.2312220272185,C,1,2,4,0,1
3,male,46.17001581181746,79.99256275902262,S,0,2,3,0,0
3,male,41.87826178864826,349.1160870419408,Q,0,1,2,0,0
3,female,35.003765415358224,111.06353577971478,Q,2,1,4,0,1
3,female,26.038780435498424,202.01109286213273,C,2,3,6,0,0
3,male,35.33308090783823,448.8806410332015,Q,0,4,5,0,1
1,female,62.136492802682355,110.11502786549545,S,3,1,5,0,0
2,male,48.55195105019539,258.82448133980176,C,1,4,6,0,1
2,male,71.50933990643284,215.44311397135078,S,2,0,3,0,0
3,male,36.02702113595583,18.88078011240757,S,1,1,3,0,1
1,male,48.960076718781565,398.4514756506783,S,4,1,6,0,1
3,female,50.87329669426711,43.832494094153866,Q,0,3,4,0,0
3,female,47.74407582219972,242.38496027870727,Q,3,4,8,0,0
3,male,56.50806807375579,284.73236452008547,S,4,1,6,0,0
2,male,19.757244001609696,317.92896374114764,S,4,1,6,0,0
3,male,41.476738426117464,347.42949836085904,C,4,3,8,0,1
1,male,9.233759421859466,134.1034679261304,C,0,3,4,0,0
3,male,31.37639488394019,14.889600562640194,Q,2,4,7,0,0
1,female,39.52569842107989,364.4873945539069,Q,0,0,1,1,0
2,female,52.52571650409232,272.4717336803135,C,2,0,3,0,1
3,female,76.09195315431008,419.6976745715519,S,4,2,7,0,1
1,female,48.451434257320116,412.4802978213402,Q,4,1,6,0,0
2,male,59.743919377948224,423.22982221606276,S,3,4,8,0,0
3,male,40.995018700121015,247.69638338997467,C,2,1,4,0,0
3,male,51.09421847873018,173.47791396006417,Q,4,4,9,0,0
3,male,6.603645074568101,397.8635192697713,Q,1,4,6,0,0
3,male,21.096934886505913,231.1341153843349,C,3,4,8,0,0
3,female,29.586394363205958,99.8866762376829,Q,0,1,2,0,0
2,male,38.32697504551457,428.9372695851224,C,3,3,7,0,0
2,female,4.606250894688316,442.45433961845015,Q,1,1,3,0,0
1,female,12.061903706712098,238.49178050868335,C,2,4,7,0,0
3,female,22.868330315513155,47.09286638179586,Q,0,2,3,0,0
3,female,77.751082581183,200.0347840592963,S,0,0,1,1,1
2,male,27.17641356114101,403.7334531366756,S,2,4,7,0,1
2,female,39.08124359085452,451.86927398765204,S,3,2,6,0,0
3,female,16.491719306333042,109.70164382382195,Q,4,3,8,0,0
1,female,49.25162561498569,42.817069892383046,Q,3,4,8,0,1
3,male,23.17397402576197,439.9017220350909,S,1,2,4,0,1
3,male,17.352413696635715,200.80842009964888,S,4,4,9,0,0
3,male,41.809237647232344,275.462872491106,C,3,1,5,0,0
1,female,1.4349581336732449,484.3522479048719,C,2,2,5,0,0
3,female,1.605458579288801,42.6167166779692,C,1,1,3,0,0
3,male,18.306435919046763,327.6758236515268,S,1,1,3,0,0
3,female,3.90098763756487,46.31165706168487,S,1,2,4,0,0
3,male,9.534034576324618,193.97977494858517,S,4,0,5,0,0
3,male,27.769991297761376,403.86912714478893,C,0,2,3,0,0
3,female,64.40426868680521,222.40139405026085,Q,4,0,5,0,0
1,female,46.191842826174764,498.6193534124457,S,3,4,8,0,0
3,female,41.5007503505569,283.93904962383505,Q,0,4,5,0,0
3,female,24.18561703344161,167.36945479161722,Q,3,2,6,0,0
2,male,74.60854383519249,117.85454969332903,Q,0,4,5,0,0
3,male,32.36418825773814,181.7550618002193,C,4,3,8,0,1
3,male,7.8803285768659475,192.5413041421799,Q,1,1,3,0,0
3,male,49.7482547733063,43.66970208474088,S,2,1,4,0,1
2,male,9.99323308465151,191.09135771911886,C,1,0,2,0,1
1,female,28.272628281333674,237.47687467222022,S,4,4,9,0,0
3,male,41.0855431587069,364.1414985970143,S,0,0,1,1,0
3,male,70.06357945012888,331.7974475135879,C,1,1,3,0,0
1,male,39.990179846869374,357.2951710622856,S,4,1,6,0,1
3,female,56.478442516501474,14.098204119659979,S,3,4,8,0,1
3,female,79.43253028092656,116.65702579446267,C,2,3,6,0,1
3,female,11.387640471940548,334.2253013159297,S,1,3,5,0,0
3,female,22.70379051604204,247.1547904080761,Q,0,4,5,0,0
2,male,32.17150997221407,12.603603077489513,S,3,4,8,0,0
1,male,34.32442610456768,404.20237479159294,Q,4,0,5,0,0
2,female,33.470664945978115,388.6766909122653,S,2,4,7,0,0
3,female,72.70126920196783,278.7253898668457,C,0,3,4,0,0
1,male,57.40857891288166,42.56702963037334,C,4,4,9,0,1
2,male,49.0245119131656,385.5923742709665,S,4,0,5,0,0
2,female,25.440444711159785,296.01965798836835,C,1,0,2,0,0
3,female,66.07944035348228,393.1603888074,S,1,0,2,0,0
3,female,76.44978040731412,378.3560262739618,C,0,0,1,1,1
2,female,65.87466432146789,403.4710152593402,Q,4,2,7,0,1
2,male,1.1236433101263594,263.82395253826616,S,1,4,6,0,0
3,male,51.27570824448915,78.75901391482235,Q,2,1,4,0,0
2,male,5.0396951339259575,338.8671619560474,Q,2,4,7,0,0
2,female,21.350970406364027,314.03215467546556,S,4,2,7,0,1
2,female,5.702451327473963,373.7040617275527,Q,1,0,2,0,0
1,male,48.69984078300163,93.2416929648603,S,0,2,3,0,0
1,male,55.240603165915935,105.53784795114171,Q,0,3,4,0,0
2,male,10.044523407206505,446.300663437471,S,0,3,4,0,0
2,male,31.32327176055338,377.4891212415147,S,2,4,7,0,1
3,female,37.04268420748782,455.0319594631582,C,1,4,6,0,0
2,male,30.15518871911241,381.7705073703211,S,1,1,3,0,0
3,male,10.56097503833025,302.6060999352479,S,2,1,4,0,0
3,male,34.096875424810555,330.5250411436581,Q,0,3,4,0,0
1,male,60.34306577686503,445.6726827306049,S,0,0,1,1,1
3,male,6.6096054981271815,293.61530971085085,C,4,2,7,0,0
1,male,7.334221112470373,319.87174892090985,Q,3,1,5,0,1
3,male,29.026932055042753,86.67359084176428,Q,1,1,3,0,1
1,female,75.39633121789508,242.22139785689032,C,1,0,2,0,0
2,female,53.81723909111021,361.0345848594685,Q,1,0,2,0,0
1,female,54.61492657713262,142.76192217501907,Q,3,4,8,0,0
3,female,29.591679276191332,109.1045484570221,Q,4,2,7,0,1
3,male,47.899202505474534,163.77513602996362,Q,3,0,4,0,0
3,female,1.800363538191727,128.3353077164884,C,0,1,2,0,0
1,female,51.251587666353835,115.30719214783396,C,0,1,2,0,0
3,male,73.1496688585227,218.1769130053626,Q,1,3,5,0,1
2,male,49.393303999240715,454.8408718029317,Q,2,0,3,0,0
3,female,70.02218888384125,258.459226901972,C,1,4,6,0,0
2,female,58.19387138182141,102.08098659950828,C,2,2,5,0,0
1,male,10.524114895891529,47.7161179966283,C,3,4,8,0,0
1,female,72.29381127558149,351.11651111758334,Q,0,1,2,0,1
2,male,6.249063704106216,197.57139457383005,Q,2,4,7,0,0
3,male,43.183430331273335,412.69716382682606,S,3,1,5,0,1
1,male,12.228832779683156,333.1602766339774,C,0,1,2,0,0
3,male,1.9248222477414212,400.1583107652706,Q,2,1,4,0,0
